"country","help1","help2","help3","help4","help5","help6","help7","voice1","voice2","voice3","voice4","voice5","Y","help"
"BRA",7,6,7,7,6,6,5,7,6,5,6,7,6.28571428571429,0.611833702889248
"BRA",7,6,5,4,3,2,1,2,3,2,4,6,4,-1.97731664946841
"BRA",6,7,5,6,7,6,5,5,7,7,6,5,6,0.255280609979511
"BRA",6,6,6,6,6,6,6,6,6,6,6,6,6,0.262445213332197
"BRA",6,5,6,5,5,5,5,5,5,5,6,6,5.28571428571429,-0.533320460289039
"BRA",6,6,7,7,6,6,6,6,5,5,5,5,6.28571428571429,0.610619890859887
"BRA",7,6,6,5,5,6,6,6,5,5,6,7,5.85714285714286,0.0865629187296445
"BRA",5,6,7,6,6,7,7,6,5,4,5,5,6.28571428571429,0.577828120404284
"BRA",6,6,5,6,6,6,5,5,6,5,7,6,5.71428571428571,-0.076266690480612
"BRA",7,7,7,7,7,7,7,7,7,6,7,7,7,1.40227906179285
"BRA",6,6,5,5,6,6,5,5,5,5,6,6,5.57142857142857,-0.230204686584938
"BRA",1,1,6,6,4,2,6,5,2,7,4,4,3.71428571428571,-2.32950123235294
"BRA",5,4,6,6,5,5,4,4,3,4,4,4,5,-0.836554270186857
"BRA",6,7,6,6,6,6,6,6,5,7,6,6,6.14285714285714,0.412459417860328
"BRA",7,6,7,5,5,4,5,6,7,7,6,6,5.57142857142857,-0.213525538213213
"BRA",6,7,6,7,6,6,6,6,6,7,7,7,6.28571428571429,0.575796601913985
"BRA",3,4,5,4,5,5,4,5,4,5,4,5,4.28571428571429,-1.67745687347703
"BRA",2,2,2,6,6,7,4,6,6,5,6,7,4.14285714285714,-1.87473119921591
"BRA",6,7,7,7,6,7,6,5,5,5,5,6,6.57142857142857,0.937640144218526
"BRA",4,2,3,4,5,3,4,5,5,6,6,6,3.57142857142857,-2.52435049551062
"BRA",4,4,3,4,3,4,4,5,5,5,5,5,3.71428571428571,-2.37589925840402
"BRA",6,6,7,6,6,6,6,5,5,5,5,5,6.14285714285714,0.429179831145158
"BRA",6,5,4,5,4,5,6,5,6,6,5,5,5,-0.928529493338268
"BRA",5,4,4,6,4,5,4,5,4,6,5,5,4.57142857142857,-1.36557287663717
"BRA",5,6,7,6,7,6,7,6,7,6,7,6,6.28571428571429,0.58982757696864
"BRA",4,6,5,3,4,4,5,6,5,5,5,5,4.42857142857143,-1.53953973201485
"BRA",5,6,5,6,5,6,5,6,5,6,6,6,5.42857142857143,-0.38833805688059
"BRA",5,5,4,3,3,3,4,4,5,5,5,5,3.85714285714286,-2.20423489820246
"BRA",4,5,5,6,4,5,5,5,5,3,4,5,4.85714285714286,-1.05364508014788
"BRA",3,4,4,4,3,4,4,4,4,4,5,5,3.71428571428571,-2.35917853490953
"BRA",5,5,4,4,5,4,4,5,3,4,5,5,4.42857142857143,-1.54058204753385
"BRA",4,3,4,5,5,6,5,5,5,5,6,5,4.57142857142857,-1.37690004575043
"BRA",6,6,7,6,5,4,5,6,5,7,7,7,5.57142857142857,-0.192052591063332
"BRA",6,5,6,7,6,7,6,6,6,7,5,5,6.14285714285714,0.435227343101136
"BRA",2,3,4,5,5,6,5,6,7,6,6,6,4.28571428571429,-1.71059350151929
"BRA",7,7,7,7,7,7,7,7,7,7,7,7,7,1.39016602126426
"BRA",2,2,3,3,5,6,5,6,6,7,7,7,3.71428571428571,-2.38570166916152
"BRA",7,7,7,7,7,7,7,7,7,7,7,7,7,1.40227906179285
"BRA",7,7,7,7,7,7,7,7,7,7,7,7,7,1.40483739826885
"BRA",5,7,6,4,6,7,3,6,5,7,6,7,5.42857142857143,-0.339644699807545
"BRA",7,7,7,7,7,7,5,7,7,7,7,7,6.71428571428571,1.11499359224677
"BRA",6,6,6,7,7,6,6,6,6,6,6,6,6.28571428571429,0.581676265945851
"BRA",7,7,7,7,7,6,7,7,7,7,7,7,6.85714285714286,1.224739181728
"BRA",7,7,7,7,6,7,7,7,6,5,7,7,6.85714285714286,1.23014515381019
"BRA",6,7,5,5,6,6,5,5,5,5,5,4,5.71428571428571,-0.0733496305834746
"BRA",6,4,5,5,4,4,4,5,4,4,5,5,4.57142857142857,-1.35076357243707
"BRA",7,7,7,7,7,7,6,6,3,6,6,6,6.85714285714286,1.26254219722432
"BRA",6,4,7,6,6,4,6,5,6,5,6,5,5.57142857142857,-0.204935894634514
"BRA",6,6,7,6,7,7,7,7,7,6,6,7,6.57142857142857,0.908002362465334
"BRA",1,7,7,7,7,6,5,7,6,6,7,7,5.71428571428571,-0.0388807889958467
"BRA",5,7,6,7,7,7,7,5,5,5,6,4,6.57142857142857,0.887199810269141
"BRA",7,7,7,7,6,7,6,6,4,5,5,6,6.71428571428571,1.09415555906419
"BRA",7,7,6,6,7,7,5,6,4,2,6,3,6.42857142857143,0.766818914719083
"BRA",7,6,7,6,7,7,7,6,7,7,7,6,6.71428571428571,1.08262206691253
"BRA",6,6,7,6,5,6,6,5,7,6,6,6,6,0.281989650296902
"BRA",6,6,6,6,6,6,5,2,2,4,4,2,5.85714285714286,0.107677441750235
"BRA",7,7,7,7,6,6,6,5,6,6,5,5,6.57142857142857,0.916615678999341
"BRA",7,7,6,6,7,7,7,7,7,5,6,7,6.71428571428571,1.04561875662171
"BRA",6,5,6,6,5,5,5,6,5,4,5,5,5.42857142857143,-0.373076857886186
"BRA",6,7,7,6,7,7,7,6,6,7,7,7,6.71428571428571,1.07681494289213
"BRA",7,7,7,7,7,7,7,7,7,7,7,7,7,1.40791078085695
"BRA",6,6,6,6,6,6,5,5,5,6,7,7,5.85714285714286,0.117969990942753
"BRA",7,7,7,7,7,7,7,7,7,7,7,7,7,1.39543821031952
"BRA",7,7,7,7,7,6,6,7,6,6,5,6,6.71428571428571,1.07937059809537
"BRA",3,2,3,5,5,6,7,5,4,7,6,7,4.42857142857143,-1.60106672505258
"BRA",7,6,6,7,7,6,6,6,6,6,7,7,6.42857142857143,0.750664251328947
"BRA",6,7,7,7,7,7,7,7,7,7,7,7,6.85714285714286,1.24269026435908
"BRA",6,6,6,5,6,5,6,5,6,6,6,5,5.71428571428571,-0.0657835650829166
"BRA",6,6,6,6,7,3,3,5,5,5,7,5,5.28571428571429,-0.506292775835258
"BRA",6,5,4,4,5,4,3,6,3,5,6,4,4.42857142857143,-1.53064434873005
"BRA",6,7,7,7,7,6,6,7,6,6,6,6,6.57142857142857,0.917223464185606
"BRA",7,7,7,7,7,7,7,7,7,7,7,6,7,1.39290007290622
"BRA",4,6,6,7,7,7,7,7,7,6,7,6,6.28571428571429,0.575018272768544
"BRA",5,6,6,6,5,6,6,6,6,5,5,5,5.71428571428571,-0.0624568396735974
"BRA",5,6,6,6,6,6,6,6,6,7,7,7,5.85714285714286,0.103371462010535
"BRA",7,6,6,6,6,6,3,5,5,7,6,7,5.71428571428571,-0.0106200424127431
"BRA",6,6,7,6,6,6,6,7,7,7,6,7,6.14285714285714,0.434452020200414
"BRA",5,5,5,5,6,6,5,5,5,4,5,4,5.28571428571429,-0.566436589976752
"BRA",6,5,6,6,7,5,5,5,6,5,5,4,5.71428571428571,-0.0569460085807568
"BRA",6,7,7,6,7,7,6,7,6,6,6,6,6.57142857142857,0.928888022783498
"BRA",7,7,7,7,7,7,7,6,7,5,7,7,7,1.40483739826885
"BRA",6,6,6,7,7,7,6,7,7,7,7,7,6.42857142857143,0.759575676019545
"BRA",7,7,7,7,7,7,7,7,7,7,7,7,7,1.40573075951203
"BRA",2,3,4,4,4,4,4,3,4,3,4,4,3.57142857142857,-2.51544600478743
"BRA",6,6,6,7,7,6,6,6,5,6,6,6,6.28571428571429,0.576404076890595
"BRA",6,6,5,6,7,6,6,5,6,4,5,6,6,0.231856812248048
"BRA",1,6,6,5,6,5,1,5,5,5,5,4,4.28571428571429,-1.60899387185899
"BRA",1,6,6,5,6,5,1,5,5,6,5,4,4.28571428571429,-1.60643553538299
"BRA",4,5,4,5,5,6,5,5,4,5,5,5,4.85714285714286,-1.0549998782074
"BRA",4,4,4,4,4,4,4,4,4,4,4,4,4,-2.02144579529792
"BRA",4,3,4,4,3,3,2,3,4,5,5,4,3.28571428571429,-2.81007066286545
"BRA",7,7,7,7,7,7,4,3,5,6,5,5,6.57142857142857,0.95406027036637
"BRA",3,5,5,5,4,6,6,5,4,4,5,5,4.85714285714286,-1.06813806071375
"BRA",5,4,4,6,5,6,3,2,2,2,1,3,4.71428571428571,-1.18275970163751
"BRA",6,6,6,5,3,6,7,7,2,6,3,7,5.57142857142857,-0.246326281790217
"BRA",6,5,5,5,3,5,7,7,6,6,3,6,5.14285714285714,-0.749499126033386
"BRA",5,6,6,6,6,5,4,6,6,5,5,6,5.42857142857143,-0.354972566135902
"BRA",6,6,6,6,6,6,6,6,6,6,6,6,6,0.253046025382865
"BRA",6,7,7,6,6,5,6,4,6,4,6,2,6.14285714285714,0.423166384086361
"BRA",6,6,6,6,4,6,4,3,2,6,2,5,5.42857142857143,-0.365739117487753
"BRA",5,7,7,7,7,7,6,7,7,7,7,6,6.57142857142857,0.932616210340689
"BRA",4,4,7,7,7,5,5,4,5,5,7,4,5.57142857142857,-0.181435027230614
"BRA",3,7,5,5,6,6,3,7,4,7,7,7,5,-0.844896480513926
"BRA",7,5,7,7,7,7,7,7,7,7,7,7,6.71428571428571,1.08690397455711
"BRA",7,7,7,7,7,7,7,7,7,7,7,7,7,1.39543821031952
"BRA",7,7,7,7,7,7,7,7,1,1,7,7,7,1.39016602126426
"BRA",3,3,7,7,7,6,7,7,7,7,7,7,5.71428571428571,-0.0587688721789513
"BRA",3,5,3,5,5,3,4,5,3,2,6,3,4,-2.04583382824023
"BRA",5,2,1,4,3,2,5,6,4,2,3,3,3.14285714285714,-3.07147680657483
"BRA",4,7,7,7,7,7,6,6,6,5,5,6,6.42857142857143,0.776100795495027
"BRA",4,5,7,7,1,6,5,5,5,5,7,5,5,-0.832230948549882
"BRA",6,6,6,6,6,6,6,6,6,6,6,6,6,0.253046025382865
"BRA",7,7,7,7,7,7,7,7,7,7,7,7,7,1.39016602126426
"BRA",7,4,7,6,7,4,4,4,5,4,4,4,5.57142857142857,-0.183601695499797
"BRA",5,3,5,7,7,6,6,6,6,6,6,6,5.57142857142857,-0.233276188740519
"BRA",3,4,5,4,5,4,5,5,3,3,5,5,4.28571428571429,-1.69495679290466
"BRA",6,6,7,5,5,7,7,6,2,2,5,5,6.14285714285714,0.429089773343753
"BRA",6,6,6,6,6,6,6,6,6,6,6,6,6,0.263338574575383
"BRA",2,6,6,6,7,3,7,7,7,7,6,7,5.28571428571429,-0.583699526136313
"BRA",6,7,7,7,7,7,7,7,7,7,7,7,6.85714285714286,1.2280188873545
"BRA",7,7,7,7,7,7,7,7,7,7,7,7,7,1.39290007290622
"BRA",6,1,7,7,7,7,7,7,7,7,7,7,6,0.283651573018307
"BRA",6,7,7,6,4,7,2,2,1,1,7,4,5.57142857142857,-0.138292732559112
"BRA",7,7,7,7,7,7,6,6,6,6,6,6,6.85714285714286,1.26254219722432
"BRA",4,7,7,6,6,6,6,6,7,6,6,6,6,0.279863694050865
"BRA",4,6,6,7,7,6,7,7,4,6,4,6,6.14285714285714,0.402750581758952
"BRA",6,7,7,7,6,7,7,3,4,3,4,2,6.71428571428571,1.06526396825847
"BRA",7,6,7,7,6,7,6,7,4,1,6,7,6.57142857142857,0.925363177700095
"BRA",7,3,7,7,6,7,6,3,6,4,7,6,6.14285714285714,0.456501989154337
"BRA",3,7,4,7,1,6,7,1,3,2,6,7,5,-0.929925475935293
"BRA",7,7,6,7,7,7,7,6,7,6,6,6,6.85714285714286,1.2265047860394
"BRA",7,7,7,7,7,7,7,7,7,7,7,1,7,1.40573075951203
"BRA",7,7,7,7,7,7,4,6,7,4,2,6,6.57142857142857,0.959332459421626
"BRA",6,7,6,7,7,7,6,6,6,6,7,7,6.57142857142857,0.901244308904318
"BRA",7,7,7,7,6,6,6,5,5,7,7,6,6.57142857142857,0.919349730641298
"BRA",7,7,6,4,4,7,7,7,7,7,7,7,6,0.234982345286344
"BRA",7,5,7,6,6,6,6,4,4,2,7,7,6.14285714285714,0.446584949582047
"BRA",5,6,5,7,6,5,7,7,7,7,6,6,5.85714285714286,0.0677825327563124
"BRA",7,4,7,7,7,6,5,5,5,5,6,7,6.14285714285714,0.471326575278125
"BRA",7,7,7,7,7,7,7,7,6,6,5,6,7,1.39543821031952
"BRA",4,7,7,7,7,7,6,7,7,7,7,7,6.42857142857143,0.758356035902337
"BRA",6,6,6,6,6,7,7,7,5,5,4,5,6.28571428571429,0.561303311138457
"BRA",6,5,6,4,4,3,3,4,4,4,4,4,4.42857142857143,-1.48917326625391
"BRA",7,1,7,7,7,7,7,7,7,7,7,7,6.14285714285714,0.448357043404071
"BRA",3,2,6,7,4,5,3,4,4,4,4,4,4.28571428571429,-1.6197434828781
"BRA",7,7,7,7,7,7,6,6,6,6,6,6,6.85714285714286,1.2603621758794
"BRA",5,6,6,6,6,6,6,6,7,7,7,7,5.85714285714286,0.0908988914731007
"BRA",7,4,4,5,5,2,5,5,6,6,6,6,4.57142857142857,-1.4074239866933
"BRA",7,7,7,7,7,7,7,7,7,7,7,7,7,1.39290007290622
"BRA",7,7,7,7,7,7,7,7,6,5,6,6,7,1.40227906179285
"BRA",7,1,7,7,7,6,7,6,6,7,7,7,6,0.282930203867811
"BRA",3,3,2,4,5,7,6,6,5,5,4,5,4.28571428571429,-1.75386568500526
"BRA",6,6,6,6,6,6,6,6,6,6,6,6,6,0.263338574575383
"BRA",5,7,7,7,7,7,7,7,7,7,7,7,6.71428571428571,1.07114394249999
"BRA",4,7,6,7,7,7,7,7,7,7,7,7,6.42857142857143,0.722318624717419
"BRA",7,7,7,7,4,7,7,7,4,7,7,4,6.57142857142857,0.90463531561813
"BRA",5,5,5,5,5,6,6,6,5,5,5,5,5.28571428571429,-0.571709884911564
"BRA",7,7,7,7,7,7,7,7,7,6,6,6,7,1.40483739826885
"BRA",2,3,6,7,7,6,4,4,7,7,7,7,5,-0.823417043853423
"BRA",6,6,6,6,6,6,6,6,6,6,6,6,6,0.263338574575383
"BRA",4,6,6,6,5,5,6,6,5,6,6,6,5.42857142857143,-0.399430001068953
"BRA",7,1,7,7,7,5,5,6,6,7,7,6,5.57142857142857,-0.187905179938296
"BRA",5,4,6,6,6,4,5,5,5,6,4,3,5.14285714285714,-0.706688293600274
"BRA",6,6,6,6,7,7,7,7,5,5,6,5,6.42857142857143,0.733437219121117
"BRA",4,6,5,6,6,6,6,4,4,3,4,4,5.57142857142857,-0.243255049304881
"BRA",6,6,6,6,6,6,6,6,6,6,6,6,6,0.265518595920299
"BRA",5,4,5,5,5,4,4,5,5,5,6,5,4.57142857142857,-1.34926242600762
"BRA",4,7,7,6,6,6,5,7,6,7,7,5,5.85714285714286,0.124202561225717
"BRA",6,5,5,6,6,6,6,5,6,5,5,5,5.71428571428571,-0.0930455509674016
"BRA",7,7,7,7,6,6,7,7,7,7,7,7,6.71428571428571,1.06471831427393
"BRA",6,6,6,6,5,6,5,5,5,5,5,5,5.71428571428571,-0.0482366258724627
"BRA",7,7,7,7,7,7,6,7,7,7,7,7,6.85714285714286,1.25946881463622
"BRA",7,7,7,6,7,7,7,6,7,7,7,7,6.85714285714286,1.24203545938999
"BRA",6,4,6,6,6,4,6,6,6,6,6,6,5.42857142857143,-0.386341889452063
"BRA",6,6,6,6,6,6,6,5,6,6,6,6,6,0.253046025382865
"BRA",4,1,7,5,1,4,1,4,4,1,5,1,3.28571428571429,-2.72952791324446
"BRA",7,7,7,7,7,7,5,5,5,7,7,5,6.71428571428571,1.10216290564096
"BRA",5,5,4,6,6,6,6,5,6,5,6,5,5.42857142857143,-0.424485639166127
"BRA",6,6,6,6,6,7,7,7,7,7,7,7,6.28571428571429,0.573240636501087
"BRA",5,5,6,6,6,5,6,5,6,6,5,5,5.57142857142857,-0.221468770003188
"BRA",6,7,7,7,7,7,7,7,6,6,7,7,6.85714285714286,1.24358362560227
"BRA",7,7,7,7,7,7,7,7,7,6,6,6,7,1.39543821031952
"BRA",6,6,5,5,6,5,5,6,6,5,5,5,5.42857142857143,-0.410302903125785
"BRA",3,5,4,7,6,5,6,5,5,7,6,4,5.14285714285714,-0.757710413941591
"BRA",6,5,6,7,4,5,5,4,5,4,5,6,5.42857142857143,-0.369956455515259
"BRA",7,5,6,7,7,3,5,5,4,5,6,6,5.71428571428571,-0.0478399069139265
"BRA",5,4,3,4,3,4,3,4,4,3,5,5,3.71428571428571,-2.34664813758945
"BRA",3,3,4,5,4,3,4,3,3,3,4,4,3.71428571428571,-2.34255783975445
"BRA",3,4,3,5,4,5,4,4,3,3,5,4,4,-2.04398931221453
"BRA",3,4,3,5,4,3,4,5,4,3,4,5,3.71428571428571,-2.38011518034231
"BRA",3,3,4,3,4,5,4,4,3,5,3,4,3.71428571428571,-2.35628549022166
"BRA",6,5,5,5,4,4,4,5,4,5,4,4,4.71428571428571,-1.19390851643561
"BRA",4,7,6,6,6,5,4,4,6,4,6,5,5.42857142857143,-0.35859966881139
"BRA",3,3,4,5,4,3,5,5,3,4,5,5,3.85714285714286,-2.19500923477691
"BRA",5,4,2,3,5,3,5,6,4,3,5,6,3.85714285714286,-2.24528930929781
"BRA",5,6,7,6,6,5,4,4,5,4,5,6,5.57142857142857,-0.183859120510871
"BRA",4,7,6,6,6,4,4,5,4,5,6,6,5.28571428571429,-0.538697885352237
"BRA",3,5,2,4,1,5,7,6,3,2,2,5,3.85714285714286,-2.28655437982507
"BRA",4,3,4,6,5,4,5,5,4,5,3,6,4.42857142857143,-1.544436739832
"BRA",6,5,5,6,6,5,6,5,5,5,4,5,5.57142857142857,-0.243801013499075
"BRA",5,4,4,5,5,4,4,5,5,5,5,5,4.42857142857143,-1.52848839948025
"BRA",5,5,4,4,5,5,6,5,6,5,6,5,4.85714285714286,-1.08096634301314
"BRA",5,5,4,4,5,5,6,6,7,5,6,6,4.85714285714286,-1.09125889220566
"BRA",4,5,4,4,5,6,6,6,5,4,4,5,4.85714285714286,-1.09325137563442
"BRA",5,4,4,5,5,4,4,4,3,4,3,2,4.42857142857143,-1.54349910743099
"BRA",6,5,5,4,6,5,5,6,5,6,6,5,5.14285714285714,-0.723478576541616
"BRA",6,6,5,5,4,5,6,5,6,6,5,5,5.28571428571429,-0.575772780680627
"BRA",6,5,5,6,5,5,5,6,7,5,6,6,5.28571428571429,-0.548851133639632
"BRA",2,3,3,2,3,3,2,2,2,2,2,3,2.57142857142857,-3.63722901924392
"BRA",4,3,4,4,3,4,4,4,4,4,4,3,3.71428571428571,-2.35390665606393
"BRA",2,4,2,3,4,4,5,4,6,4,3,6,3.42857142857143,-2.74462352883464
"BRA",4,5,4,4,4,4,5,4,4,5,4,5,4.28571428571429,-1.72949450579364
"BRA",5,4,4,4,3,3,4,3,4,3,2,4,3.85714285714286,-2.19093211773963
"BRA",3,3,2,3,6,5,4,4,4,3,4,3,3.71428571428571,-2.38165031630207
"BRA",3,4,3,4,3,4,4,3,5,5,3,3,3.57142857142857,-2.52557382177635
